상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
15884128,탑통증의학과의원,,S,의료,S01,병원,S01B99,기타병원,,,29,광주광역시,29110,동구,2911065500,서남동,2911011200,남동,2.91E+18,1,대지,112,1,광주광역시 동구 남동 112-1,2.91E+11,광주광역시 동구 제봉로,57,,2.91E+24,,광주광역시 동구 제봉로 57,501809,61486,,,,126.9207254,35.14363754
21414744,친절한약국,,S,의료,S02,약국/한약방,S02A01,약국,G47811,의약품 및 의료용품 소매업,29,광주광역시,29110,동구,2911065500,서남동,2911011200,남동,2.91E+18,1,대지,112,5,광주광역시 동구 남동 112-5,2.91E+11,광주광역시 동구 제봉로,55,,2.91E+24,,광주광역시 동구 제봉로 55,501809,61486,,,,126.9207275,35.14347531
21352690,열린약국,,S,의료,S02,약국/한약방,S02A01,약국,G47811,의약품 및 의료용품 소매업,29,광주광역시,29110,동구,2911065500,서남동,2911011200,남동,2.91E+18,1,대지,114,,광주광역시 동구 남동 114,2.91E+11,광주광역시 동구 제봉로,52,1,2.91E+24,,광주광역시 동구 제봉로 52-1,501809,61468,,,,126.9210704,35.14327104
23070027,광주재활의학과,,S,의료,S01,병원,S01B99,기타병원,,,29,광주광역시,29110,동구,2911065500,서남동,2911011200,남동,2.91E+18,1,대지,114,,광주광역시 동구 남동 114,2.91E+11,광주광역시 동구 제봉로,52,1,2.91E+24,,광주광역시 동구 제봉로 52-1,501809,61468,,,,126.9210704,35.14327104
21243440,고려한의원,,S,의료,S01,병원,S01B06,한의원,Q86203,한의원,29,광주광역시,29110,동구,2911065500,서남동,2911011200,남동,2.91E+18,1,대지,120,,광주광역시 동구 남동 120,2.91E+11,광주광역시 동구 문화전당로,3,,2.91E+24,베스트신경과,광주광역시 동구 문화전당로 3,501810,61487,,1,,126.9201648,35.14287537
24295649,류종현신경과,,S,의료,S01,병원,S01B07,내과/외과,Q86201,일반 의원,29,광주광역시,29110,동구,2911065500,서남동,2911011200,남동,2.91E+18,1,대지,120,,광주광역시 동구 남동 120,2.91E+11,광주광역시 동구 문화전당로,3,,2.91E+24,베스트신경과,광주광역시 동구 문화전당로 3,501810,61487,,,,126.9201648,35.14287537
24811386,푸른안경,,S,의료,S01,병원,S01B07,내과/외과,Q86201,일반 의원,29,광주광역시,29110,동구,2911065500,서남동,2911011200,남동,2.91E+18,1,대지,62,,광주광역시 동구 남동 62,2.91E+11,광주광역시 동구 제봉로,64,,2.91E+24,,광주광역시 동구 제봉로 64,501809,61468,,2,,126.9214768,35.1440769
12587398,미소약국,,S,의료,S02,약국/한약방,S02A01,약국,G47811,의약품 및 의료용품 소매업,29,광주광역시,29110,동구,2911065500,서남동,2911011200,남동,2.91E+18,1,대지,66,,광주광역시 동구 남동 66,2.91E+11,광주광역시 동구 백서로153번길,7,,2.91E+24,,광주광역시 동구 백서로153번길 7,501809,61468,,1,,126.9217562,35.14369178
12586444,로뎀약국,,S,의료,S02,약국/한약방,S02A01,약국,G47811,의약품 및 의료용품 소매업,29,광주광역시,29110,동구,2911065500,서남동,2911011200,남동,2.91E+18,1,대지,70,6,광주광역시 동구 남동 70-6,2.91E+11,광주광역시 동구 백서로,145,1,2.91E+24,,광주광역시 동구 백서로 145-1,501809,61468,,1,,126.921142,35.14283901
21156373,뉴욕약국,,S,의료,S02,약국/한약방,S02A01,약국,G47811,의약품 및 의료용품 소매업,29,광주광역시,29110,동구,2911065500,서남동,2911011200,남동,2.91E+18,1,대지,71,3,광주광역시 동구 남동 71-3,2.91E+11,광주광역시 동구 백서로,143,,2.91E+24,,광주광역시 동구 백서로 143,501809,61468,,,,126.9209131,35.14271979
21256163,탑통증의학과의원,,S,의료,S01,병원,S01B02,일반병원,Q86102,일반 병원,29,광주광역시,29110,동구,2911065500,서남동,2911011200,남동,2.91E+18,1,대지,74,5,광주광역시 동구 남동 74-5,2.91E+11,광주광역시 동구 제봉로,50,,2.91E+24,,광주광역시 동구 제봉로 50,501809,61468,,,,126.9208885,35.14291788
24223787,임승찬내과의원,,S,의료,S01,병원,S01B07,내과/외과,Q86201,일반 의원,29,광주광역시,29110,동구,2911065500,서남동,2911011200,남동,2.91E+18,1,대지,76,1,광주광역시 동구 남동 76-1,2.91E+11,광주광역시 동구 제봉로,52,,2.91E+24,,광주광역시 동구 제봉로 52,501809,61468,,,,126.9210618,35.14309068
26035016,광주S.K의원,,S,의료,S01,병원,S01B02,일반병원,Q86102,일반 병원,29,광주광역시,29110,동구,2911065500,서남동,2911011200,남동,2.91E+18,1,대지,76,1,광주광역시 동구 남동 76-1,2.91E+11,광주광역시 동구 제봉로,52,,2.91E+24,,광주광역시 동구 제봉로 52,501809,61468,,1,,126.9210618,35.14309068
21371073,복음내과의원,,S,의료,S01,병원,S01B07,내과/외과,Q86201,일반 의원,29,광주광역시,29110,동구,2911065500,서남동,2911011200,남동,2.91E+18,1,대지,76,1,광주광역시 동구 남동 76-1,2.91E+11,광주광역시 동구 제봉로,52,,2.91E+24,,광주광역시 동구 제봉로 52,501809,61468,,,,126.9210618,35.14309068
27869148,아이사랑정신건강의학과의원,,S,의료,S01,병원,S01B99,기타병원,,,29,광주광역시,29110,동구,2911065500,서남동,2911011200,남동,2.91E+18,1,대지,76,1,광주광역시 동구 남동 76-1,2.91E+11,광주광역시 동구 제봉로,52,,2.91E+24,,광주광역시 동구 제봉로 52,501809,61468,,,,126.9210618,35.14309068
15754951,오아시스요양병원,,S,의료,S01,병원,S01B17,노인/치매병원,Q86102,일반 병원,29,광주광역시,29110,동구,2911074000,지원2동,2911012500,내남동,2.91E+18,1,대지,307,,광주광역시 동구 내남동 307,2.91E+11,광주광역시 동구 남계길,17,,2.91E+24,,광주광역시 동구 남계길 17,501260,61513,,,,126.9392105,35.09585543
21244532,대학당한의원,,S,의료,S01,병원,S01B06,한의원,Q86203,한의원,29,광주광역시,29110,동구,2911052500,충장동,2911010500,대의동,2.91E+18,1,대지,79,3,광주광역시 동구 대의동 79-3,2.91E+11,광주광역시 동구 중앙로196번길,31,19,2.91E+24,,광주광역시 동구 중앙로196번길 31-19,501050,61475,,1,,126.9191594,35.14920319
21363725,대인제통의원,,S,의료,S01,병원,S01B99,기타병원,,,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,162,,광주광역시 동구 대인동 162,2.91E+11,광주광역시 동구 구성로204번길,25,,2.91E+24,,광주광역시 동구 구성로204번길 25,501811,61473,,1,,126.9166749,35.15200236
24053045,대인제통마취통증의학과의원,,S,의료,S01,병원,S01B99,기타병원,,,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,162,,광주광역시 동구 대인동 162,2.91E+11,광주광역시 동구 구성로204번길,25,,2.91E+24,,광주광역시 동구 구성로204번길 25,501811,61473,,,,126.9166749,35.15200236
16373516,대중병원,,S,의료,S01,병원,S01B07,내과/외과,Q86201,일반 의원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,180,,광주광역시 동구 대인동 180,2.91E+11,광주광역시 동구 제봉로,187,,2.91E+24,,광주광역시 동구 제봉로 187,501811,61473,,,,126.9165343,35.15267714
21266829,김승완외과,,S,의료,S01,병원,S01B07,내과/외과,Q86201,일반 의원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,180,5,광주광역시 동구 대인동 180-5,2.91E+11,광주광역시 동구 제봉로,185,,2.91E+24,,광주광역시 동구 제봉로 185,501811,61473,,1,,126.9167752,35.15271535
23409492,북경당한의원,,S,의료,S01,병원,S01B06,한의원,Q86203,한의원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,182,2,광주광역시 동구 대인동 182-2,2.91E+11,광주광역시 동구 제봉로,177,1,2.91E+24,북경당한의원,광주광역시 동구 제봉로 177-1,501811,61473,,1,,126.9174054,35.15236944
24582730,광주나눔의료소비자생활협동조합,,S,의료,S01,병원,S01B07,내과/외과,Q86201,일반 의원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,190,4,광주광역시 동구 대인동 190-4,2.91E+11,광주광역시 동구 제봉로,182,,2.91E+24,,광주광역시 동구 제봉로 182,501812,61427,,5,,126.9173327,35.15288259
12263363,행복연합의원3-4층,,S,의료,S01,병원,S01B02,일반병원,Q86102,일반 병원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,190,4,광주광역시 동구 대인동 190-4,2.91E+11,광주광역시 동구 제봉로,182,,2.91E+24,,광주광역시 동구 제봉로 182,501812,61427,,3,,126.9173327,35.15288259
21320563,허웅이비인후과의원,,S,의료,S01,병원,S01B14,이비인후과의원,Q86201,일반 의원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,198,2,광주광역시 동구 대인동 198-2,2.91E+11,광주광역시 동구 중앙로,233,,2.91E+24,,광주광역시 동구 중앙로 233,501812,61427,,2,,126.9188649,35.15321176
21173654,허경내과의원,,S,의료,S01,병원,S01B07,내과/외과,Q86201,일반 의원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,198,2,광주광역시 동구 대인동 198-2,2.91E+11,광주광역시 동구 중앙로,233,,2.91E+24,,광주광역시 동구 중앙로 233,501812,61427,,2,,126.9188649,35.15321176
27698864,허웅이빈후과,,S,의료,S01,병원,S01B14,이비인후과의원,Q86201,일반 의원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,198,2,광주광역시 동구 대인동 198-2,2.91E+11,광주광역시 동구 중앙로,233,,2.91E+24,,광주광역시 동구 중앙로 233,501812,61427,,2,,126.9188649,35.15321176
27688779,이성재치과의원,,S,의료,S01,병원,S01B04,치과의원,Q86202,치과 의원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,198,3,광주광역시 동구 대인동 198-3,2.91E+11,광주광역시 동구 중앙로,229,,2.91E+24,,광주광역시 동구 중앙로 229,501812,61427,,4,,126.9185174,35.15292922
25569636,고인문한의원,,S,의료,S01,병원,S01B06,한의원,Q86203,한의원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,21,5,광주광역시 동구 대인동 21-5,2.91E+11,광주광역시 동구 제봉로,221,11,2.91E+24,,광주광역시 동구 제봉로 221-11,501811,61470,,2,,126.9136352,35.15445396
15617462,박애치과의원,,S,의료,S01,병원,S01B04,치과의원,Q86202,치과 의원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,25,10,광주광역시 동구 대인동 25-10,2.91E+11,광주광역시 동구 구성로,195,,2.91E+24,,광주광역시 동구 구성로 195,501811,61470,,,,126.9140031,35.15319532
21675049,박애치과의원,,S,의료,S01,병원,S01B04,치과의원,Q86202,치과 의원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,30,2,광주광역시 동구 대인동 30-2,2.91E+11,광주광역시 동구 제봉로,207,,2.91E+24,,광주광역시 동구 제봉로 207,501811,61470,,4,,126.9148388,35.15390589
21217800,강남피부비뇨기과,,S,의료,S01,병원,S01B12,비뇨기과,Q86201,일반 의원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,30,2,광주광역시 동구 대인동 30-2,2.91E+11,광주광역시 동구 제봉로,207,,2.91E+24,,광주광역시 동구 제봉로 207,501811,61470,,2,,126.9148388,35.15390589
21219721,대화당한약방,,S,의료,S02,약국/한약방,S02A02,한약방,G47811,의약품 및 의료용품 소매업,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,31,6,광주광역시 동구 대인동 31-6,2.91E+11,광주광역시 동구 구성로,205,,2.91E+24,,광주광역시 동구 구성로 205,501811,61470,,1,,126.9147301,35.15382379
21340223,동의당한약방,,S,의료,S02,약국/한약방,S02A02,한약방,G47811,의약품 및 의료용품 소매업,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,311,1,광주광역시 동구 대인동 311-1,2.91E+11,광주광역시 동구 구성로,224,,2.91E+24,,광주광역시 동구 구성로 224,501812,61427,,,,126.9163741,35.15482102
12274535,동의당한약,,S,의료,S02,약국/한약방,S02A02,한약방,G47811,의약품 및 의료용품 소매업,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,311,1,광주광역시 동구 대인동 311-1,2.91E+11,광주광역시 동구 구성로,224,,2.91E+24,,광주광역시 동구 구성로 224,501812,61427,,1,,126.9163741,35.15482102
21598937,제창당한약방,,S,의료,S02,약국/한약방,S02A02,한약방,G47811,의약품 및 의료용품 소매업,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,311,16,광주광역시 동구 대인동 311-16,2.91E+11,광주광역시 동구 제봉로200번길,1,8,2.91E+24,,광주광역시 동구 제봉로200번길 1-8,501812,61427,,,,126.9157882,35.154311
12263418,광주생약한방사무실3층,,S,의료,S02,약국/한약방,S02A02,한약방,G47811,의약품 및 의료용품 소매업,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,312,1,광주광역시 동구 대인동 312-1,2.91E+11,광주광역시 동구 제봉로200번길,1,7,2.91E+24,,광주광역시 동구 제봉로200번길 1-7,501812,61427,,3,,126.9156248,35.1542194
12267819,백안과의원2층,,S,의료,S01,병원,S01B13,안과의원,Q86201,일반 의원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,312,11,광주광역시 동구 대인동 312-11,2.91E+11,광주광역시 동구 제봉로,196,1,2.91E+24,,광주광역시 동구 제봉로 196-1,501812,61427,,1,,126.9162469,35.15365709
21178072,대인치과의원,,S,의료,S01,병원,S01B04,치과의원,Q86202,치과 의원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,312,12,광주광역시 동구 대인동 312-12,2.91E+11,광주광역시 동구 제봉로,196,,2.91E+24,,광주광역시 동구 제봉로 196,501812,61427,,2,,126.9161826,35.15353933
21610825,광주백제약국,,S,의료,S02,약국/한약방,S02A01,약국,G47811,의약품 및 의료용품 소매업,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,312,16,광주광역시 동구 대인동 312-16,2.91E+11,광주광역시 동구 제봉로,200,,2.91E+24,,광주광역시 동구 제봉로 200,501812,61427,,1,,126.9157714,35.15392325
21211589,삼화한약제분소,,S,의료,S02,약국/한약방,S02A02,한약방,G47811,의약품 및 의료용품 소매업,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,315,2,광주광역시 동구 대인동 315-2,2.91E+11,광주광역시 동구 동계천로,24,,2.91E+24,,광주광역시 동구 동계천로 24,501812,61426,,1,,126.9150252,35.15556612
28309047,노벨내과의원,,S,의료,S01,병원,S01B07,내과/외과,Q86201,일반 의원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,315,25,광주광역시 동구 대인동 315-25,2.91E+11,광주광역시 동구 동계천로,22,,2.91E+24,노벨병원,광주광역시 동구 동계천로 22,501812,61426,,,,126.9148151,35.15569043
21159148,고인문한의원,,S,의료,S01,병원,S01B06,한의원,Q86203,한의원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,321,11,광주광역시 동구 대인동 321-11,2.91E+11,광주광역시 동구 독립로,282,2,2.91E+24,,광주광역시 동구 독립로 282-2,501812,61426,,1,,126.9130919,35.15569301
19906104,이진희산부인과,,S,의료,S01,병원,S01B10,산부인과,Q86201,일반 의원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,38,,광주광역시 동구 대인동 38,2.91E+11,광주광역시 동구 구성로204번길,5,,2.91E+24,,광주광역시 동구 구성로204번길 5,501811,61473,,1,,126.9152299,35.15337757
21214798,동화당한약방,,S,의료,S02,약국/한약방,S02A02,한약방,G47811,의약품 및 의료용품 소매업,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,41,1,광주광역시 동구 대인동 41-1,2.91E+11,광주광역시 동구 제봉로,199,,2.91E+24,,광주광역시 동구 제봉로 199,501811,61473,,1,,126.9155359,35.15347946
21224441,현대의원,,S,의료,S01,병원,S01B07,내과/외과,Q86201,일반 의원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,55,,광주광역시 동구 대인동 55,2.91E+11,광주광역시 동구 구성로194번길,15,21,2.91E+24,,광주광역시 동구 구성로194번길 15-21,501811,61473,,1,,126.9157241,35.15252567
24069490,조공철치과,,S,의료,S01,병원,S01B04,치과의원,Q86202,치과 의원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,7,1,광주광역시 동구 대인동 7-1,2.91E+11,광주광역시 동구 독립로,268,,2.91E+24,롯데백화점,광주광역시 동구 독립로 268,501811,61470,,8,,126.9122071,35.15454932
23356078,샘물한의원,,S,의료,S01,병원,S01B06,한의원,Q86203,한의원,29,광주광역시,29110,동구,2911052500,충장동,2911010100,대인동,2.91E+18,1,대지,81,,광주광역시 동구 대인동 81,2.91E+11,광주광역시 동구 구성로,198,1,2.91E+24,,광주광역시 동구 구성로 198-1,501811,61473,,1,,126.9144645,35.1531634
24325905,경희한의원,,S,의료,S01,병원,S01B06,한의원,Q86203,한의원,29,광주광역시,29110,동구,2911054500,동명동,2911010800,동명동,2.91E+18,1,대지,11,16,광주광역시 동구 동명동 11-16,2.91E+11,광주광역시 동구 동계천로,181,,2.91E+24,,광주광역시 동구 동계천로 181,501813,61435,,,,126.9289127,35.14944304
21292718,아가페의원,,S,의료,S01,병원,S01B02,일반병원,Q86102,일반 병원,29,광주광역시,29110,동구,2911054500,동명동,2911010800,동명동,2.91E+18,1,대지,154,44,광주광역시 동구 동명동 154-44,2.91E+11,광주광역시 동구 동명로20번길,10,,2.91E+24,동구노인복지회관,광주광역시 동구 동명로20번길 10,501813,61434,,1,,126.9243995,35.15047572
12637923,동명한방병원,,S,의료,S01,병원,S01B05,한방병원,Q86104,한방 병원,29,광주광역시,29110,동구,2911054500,동명동,2911010800,동명동,2.91E+18,1,대지,168,18,광주광역시 동구 동명동 168-18,2.91E+11,광주광역시 동구 동명로,55,,2.91E+24,,광주광역시 동구 동명로 55,501814,61432,,1,,126.9266905,35.15151461
16112694,더조은한방병원,,S,의료,S01,병원,S01B05,한방병원,Q86104,한방 병원,29,광주광역시,29110,동구,2911054500,동명동,2911010800,동명동,2.91E+18,1,대지,168,18,광주광역시 동구 동명동 168-18,2.91E+11,광주광역시 동구 동명로,55,,2.91E+24,,광주광역시 동구 동명로 55,501814,61432,,1,,126.9266905,35.15151461
24342204,두리치과의원,,S,의료,S01,병원,S01B04,치과의원,Q86202,치과 의원,29,광주광역시,29110,동구,2911054500,동명동,2911010800,동명동,2.91E+18,1,대지,174,2,광주광역시 동구 동명동 174-2,2.91E+11,광주광역시 동구 동명로,47,10,2.91E+24,,광주광역시 동구 동명로 47-10,501814,61432,,,,126.9260799,35.15205003
21282259,동문약국,,S,의료,S02,약국/한약방,S02A01,약국,G47811,의약품 및 의료용품 소매업,29,광주광역시,29110,동구,2911054500,동명동,2911010800,동명동,2.91E+18,1,대지,240,3,광주광역시 동구 동명동 240-3,2.91E+11,광주광역시 동구 동계천로,73,,2.91E+24,,광주광역시 동구 동계천로 73,501815,61429,,,,126.9194809,35.15310908
21366093,감초한의원,,S,의료,S01,병원,S01B06,한의원,Q86203,한의원,29,광주광역시,29110,동구,2911054500,동명동,2911010800,동명동,2.91E+18,1,대지,242,1,광주광역시 동구 동명동 242-1,2.91E+11,광주광역시 동구 중앙로,242,,2.91E+24,,광주광역시 동구 중앙로 242,501815,61429,,1,,126.9196963,35.15341748
21206361,신통한의원,,S,의료,S01,병원,S01B06,한의원,Q86203,한의원,29,광주광역시,29110,동구,2911054500,동명동,2911010800,동명동,2.91E+18,1,대지,246,18,광주광역시 동구 동명동 246-18,2.91E+11,광주광역시 동구 중앙로,248,2,2.91E+24,,광주광역시 동구 중앙로 248-2,501815,61429,,,,126.9202822,35.15392748
25174048,강남전자담배,,S,의료,S02,약국/한약방,S02A01,약국,G47811,의약품 및 의료용품 소매업,29,광주광역시,29110,동구,2911054500,동명동,2911010800,동명동,2.91E+18,1,대지,92,7,광주광역시 동구 동명동 92-7,2.91E+11,광주광역시 동구 필문대로,252,,2.91E+24,,광주광역시 동구 필문대로 252,501813,61435,,,,126.9286675,35.14889102
24460489,샘물한의원,,S,의료,S01,병원,S01B06,한의원,Q86203,한의원,29,광주광역시,29110,동구,2911052500,충장동,2911011600,불로동,2.91E+18,1,대지,120,1,광주광역시 동구 불로동 120-1,2.91E+11,광주광역시 동구 서석로,23,,2.91E+24,,광주광역시 동구 서석로 23,501130,61484,,,,126.9162291,35.14589595
21366020,애견가족,,S,의료,S04,수의업,S04A01,수의업-종합,M73100,수의업,29,광주광역시,29110,동구,2911065500,서남동,2911011600,불로동,2.91E+18,1,대지,187,6,광주광역시 동구 불로동 187-6,2.91E+11,광주광역시 동구 문화전당로35번길,40,1,2.91E+24,,광주광역시 동구 문화전당로35번길 40-1,501130,61488,,1,,126.9151996,35.14408396
24084396,애견가족,,S,의료,S04,수의업,S04A01,수의업-종합,M73100,수의업,29,광주광역시,29110,동구,2911052500,충장동,2911011600,불로동,2.91E+18,1,대지,43,17,광주광역시 동구 불로동 43-17,2.91E+11,광주광역시 동구 천변우로,395,,2.91E+24,,광주광역시 동구 천변우로 395,501130,61484,,,,126.9131439,35.14600353
24119643,DR.남동물병원,,S,의료,S04,수의업,S04A01,수의업-종합,M73100,수의업,29,광주광역시,29110,동구,2911052500,충장동,2911011600,불로동,2.91E+18,1,대지,82,,광주광역시 동구 불로동 82,2.91E+11,광주광역시 동구 서석로,1,1,2.91E+24,,광주광역시 동구 서석로 1-1,501130,61484,,,,126.9142434,35.14502186
16025374,M플러스한방병원,,S,의료,S01,병원,S01B05,한방병원,Q86104,한방 병원,29,광주광역시,29110,동구,2911060000,산수2동,2911011000,산수동,2.91E+18,1,대지,112,,광주광역시 동구 산수동 112,2.91E+11,광주광역시 동구 밤실로,127,,2.91E+24,,광주광역시 동구 밤실로 127,501816,61408,,5,,126.9351886,35.15882777
21573364,정약국,,S,의료,S02,약국/한약방,S02A01,약국,G47811,의약품 및 의료용품 소매업,29,광주광역시,29110,동구,2911060000,산수2동,2911011000,산수동,2.91E+18,1,대지,510,26,광주광역시 동구 산수동 510-26,2.91E+11,광주광역시 동구 밤실로,91,,2.91E+24,,광주광역시 동구 밤실로 91,501090,61437,,,,126.9361644,35.15553724
21250062,희망의료재단동방의원,,S,의료,S01,병원,S01B99,기타병원,,,29,광주광역시,29110,동구,2911060000,산수2동,2911011000,산수동,2.91E+18,1,대지,511,1,광주광역시 동구 산수동 511-1,2.91E+11,광주광역시 동구 밤실로,85,,2.91E+24,,광주광역시 동구 밤실로 85,501090,61437,,,,126.9362576,35.15512342
21155632,민가축병원,,S,의료,S04,수의업,S04A02,동물병원,M73100,수의업,29,광주광역시,29110,동구,2911059000,산수1동,2911011000,산수동,2.91E+18,1,대지,521,28,광주광역시 동구 산수동 521-28,2.91E+11,광주광역시 동구 필문대로,197,1,2.91E+24,,광주광역시 동구 필문대로 197-1,501090,61439,,1,,126.9315543,35.1530539
12588482,New건강의원,,S,의료,S01,병원,S01B99,기타병원,,,29,광주광역시,29110,동구,2911059000,산수1동,2911011000,산수동,2.91E+18,1,대지,521,45,광주광역시 동구 산수동 521-45,2.91E+11,광주광역시 동구 필문대로,203,,2.91E+24,,광주광역시 동구 필문대로 203,501091,61439,,1,,126.9313096,35.15245683
26195321,본정형외과의원,,S,의료,S01,병원,S01B08,정형/성형외과,Q86201,일반 의원,29,광주광역시,29110,동구,2911059000,산수1동,2911011000,산수동,2.91E+18,1,대지,522,24,광주광역시 동구 산수동 522-24,2.91E+11,광주광역시 동구 필문대로,187,,2.91E+24,,광주광역시 동구 필문대로 187,501090,61437,,2,,126.9319932,35.15389607
21208760,밝은미소의원,,S,의료,S01,병원,S01B07,내과/외과,Q86201,일반 의원,29,광주광역시,29110,동구,2911059000,산수1동,2911011000,산수동,2.91E+18,1,대지,522,24,광주광역시 동구 산수동 522-24,2.91E+11,광주광역시 동구 필문대로,187,,2.91E+24,,광주광역시 동구 필문대로 187,501090,61437,,,,126.9319932,35.15389607
24416455,하나치과의원,,S,의료,S01,병원,S01B04,치과의원,Q86202,치과 의원,29,광주광역시,29110,동구,2911059000,산수1동,2911011000,산수동,2.91E+18,1,대지,536,19,광주광역시 동구 산수동 536-19,2.91E+11,광주광역시 동구 갈마로,6,,2.91E+24,,광주광역시 동구 갈마로 6,501090,61407,1,,,126.9314278,35.16020984
21246747,심이비인후과의원,,S,의료,S01,병원,S01B14,이비인후과의원,Q86201,일반 의원,29,광주광역시,29110,동구,2911059000,산수1동,2911011000,산수동,2.91E+18,1,대지,536,20,광주광역시 동구 산수동 536-20,2.91E+11,광주광역시 동구 갈마로,2,,2.91E+24,심이비인후과빌딩,광주광역시 동구 갈마로 2,501090,61407,,2,,126.9311876,35.16010857
21326076,코스모스치과의원,,S,의료,S01,병원,S01B04,치과의원,Q86202,치과 의원,29,광주광역시,29110,동구,2911059000,산수1동,2911011000,산수동,2.91E+18,1,대지,536,20,광주광역시 동구 산수동 536-20,2.91E+11,광주광역시 동구 갈마로,2,,2.91E+24,심이비인후과빌딩,광주광역시 동구 갈마로 2,501090,61407,,,,126.9311876,35.16010857
24463942,심홍섭이비인후과의원,,S,의료,S01,병원,S01B07,내과/외과,Q86201,일반 의원,29,광주광역시,29110,동구,2911059000,산수1동,2911011000,산수동,2.91E+18,1,대지,536,20,광주광역시 동구 산수동 536-20,2.91E+11,광주광역시 동구 갈마로,2,,2.91E+24,심이비인후과빌딩,광주광역시 동구 갈마로 2,501090,61407,1,,,126.9311876,35.16010857
21252411,오성당한약방,,S,의료,S02,약국/한약방,S02A02,한약방,G47811,의약품 및 의료용품 소매업,29,광주광역시,29110,동구,2911059000,산수1동,2911011000,산수동,2.91E+18,1,대지,537,4,광주광역시 동구 산수동 537-4,2.91E+11,광주광역시 동구 필문대로,127,,2.91E+24,,광주광역시 동구 필문대로 127,501090,61407,,2,,126.9312852,35.15936127
25025903,온누리산수약국,,S,의료,S02,약국/한약방,S02A01,약국,G47811,의약품 및 의료용품 소매업,29,광주광역시,29110,동구,2911059000,산수1동,2911011000,산수동,2.91E+18,1,대지,539,70,광주광역시 동구 산수동 539-70,2.91E+11,광주광역시 동구 무등로,481,,2.91E+24,,광주광역시 동구 무등로 481,501090,61411,,,,126.9325707,35.15506395
21366529,조승렬내과의원,,S,의료,S01,병원,S01B07,내과/외과,Q86201,일반 의원,29,광주광역시,29110,동구,2911059000,산수1동,2911011000,산수동,2.91E+18,1,대지,540,17,광주광역시 동구 산수동 540-17,2.91E+11,광주광역시 동구 필문대로,174,,2.91E+24,,광주광역시 동구 필문대로 174,501090,61406,,,,126.9315367,35.15523512
