연번,보험구분,사업장명,사업장우편번호,사업장주소,고용보험 업종코드,고용보험 업종명,산재보험 성립일자,고용보험 성립일자,산재보험 상시근로자수,고용보험 상시근로자수,산재보험 사업구분,고용보험 사업구분,사업자등록번호,사업장관리번호,고용보험 업종코드(제11차),고용보험 업종명(제11차)
737765,0,광주광역시 동구청소년문화의집,61411,동구 필문대로171번길 1-17,85614,청소년 수련시설 운영업,45017,45017,7,7,계속,계속,2558200514,25582005140,85614,청소년 수련시설 운영업
989112,0,주식회사 동인시스템,61488,광주 동구,47912,전자상거래 소매업,44682,44682,15,14,계속,계속,3508702734,35087027340,47912,전자상거래 소매업
368242,0,무진하우징,61407,광주 동구 갈마로  12,42412,"도배, 실내장식 및 내장 목공사업",45393,45393,1,1,일괄유기,일괄유기,1391103674,13911036746,42412,"도배, 실내장식 및 내장 목공사업"
124534,0,제인한의원,61409,광주 동구 갈마로 46,86203,한의원,43801,43801,2,2,계속,계속,1179201073,11792010730,86203,한의원
205136,0,파리바게트두암타운점,61409,광주 동구 갈마로 46,56150,제과점업,43101,43101,7,7,계속,계속,1254500237,12545002370,56150,제과점업
350150,0,두암개발,61409,광주 동구 갈마로 46,68112,비주거용 건물 임대업,42705,42705,1,1,계속,계속,1375700140,13757001400,68112,비주거용 건물 임대업
465566,0,두암한방병원,61409,광주 동구 갈마로 46,86104,한방 병원,43228,43228,42,42,계속,계속,1809400703,18094007030,86104,한방 병원
828761,0,메가엠지씨커피 광주두암사거리점,61409,광주 동구 갈마로 46,56221,커피 전문점,45813,45813,1,1,계속,계속,3023301655,30233016550,56221,커피 전문점
820321,0,배스킨라빈스 광주두암점,61409,광주 동구 갈마로 48,56199,간이음식 포장 판매 전문점,44081,44081,6,6,계속,계속,3015200372,30152003720,56199,간이음식 포장 판매 전문점
555229,0,명품상무팥죽두암점,61409,광주 동구 갈마로 50,56111,한식 일반 음식점업,43872,43872,1,1,계속,계속,2093112897,20931128970,56111,한식 일반 음식점업
790317,0,비젼골프존,61409,광주 동구 갈마로 56,91136,골프연습장 운영업,44682,44682,1,1,계속,계속,2850902320,28509023200,91136,골프연습장 운영업
923575,0,씨유산수그린점,61409,광주 동구 갈마로 58,47122,체인화 편의점,44867,44867,7,7,계속,계속,3162201774,31622017740,47122,체인화 편의점
944842,0,바른까페,61409,광주 동구 갈마로 58,56221,커피 전문점,44621,44621,2,2,계속,계속,3250402448,32504024480,56221,커피 전문점
123013,0,주식회사 유은플러스,61424,광주 동구 경양로  234,41999,건설업본사,43740,43740,4,4,계속,계속,1178192224,11781922240,41999,건설업본사
507503,1,동성인테리어,61423,광주 동구 경양로  269,,,45071,,1,0,일괄유기,,2020799957,20207999576,,
498247,0,남평부영식육점광주본점,61421,광주 동구 경양로 215,47212,육류 소매업,45170,45170,17,17,계속,계속,1999901434,19999014340,47212,육류 소매업
941694,0,피자풀(PIZZAFULL)동구점,61428,광주 동구 경양로 270,56161,"피자, 햄버거, 샌드위치 및 유사 음식점업",45323,45323,1,1,계속,계속,3231802167,32318021670,56161,"피자, 햄버거, 샌드위치 및 유사 음식점업"
543730,0,씨유광주산수점,61430,광주 동구 경양로 322,47122,체인화 편의점,42580,42580,3,3,계속,계속,2071793302,20717933020,47122,체인화 편의점
680482,0,푸른길약국,61417,광주 동구 경양로 349,47811,의약품 및 의료용품 소매업,44823,44823,1,1,계속,계속,2271652346,22716523460,47811,의약품 및 의료용품 소매업
156412,0,건강녹즙,61433,광주 동구 경양로 372-1,46319,기타 신선식품 및 단순 가공식품 도매업,45111,45111,1,1,계속,계속,1217700027,12177000270,46319,기타 신선식품 및 단순 가공식품 도매업
396620,0,뭉몽만남,61433,광주 동구 경양로 374,56221,커피 전문점,45352,45352,1,1,계속,계속,1432001866,14320018660,56221,커피 전문점
967233,0,건양씨푸드냉동,61418,광주 동구 경양로 377-1,47214,"신선, 냉동 및 기타 수산물 소매업",44256,44256,1,1,계속,계속,3379801039,33798010390,47214,"신선, 냉동 및 기타 수산물 소매업"
58323,0,그랜드공인중개사사무소,61421,광주 동구 경양로217번길 1,68221,부동산 중개 및 대리업,43901,43901,1,1,계속,계속,1081128481,10811284810,68221,부동산 중개 및 대리업
350053,0,좋은온누리약국,61421,광주 동구 경양로235번길 1,47811,의약품 및 의료용품 소매업,44965,44965,3,3,계속,계속,1374401042,13744010420,47811,의약품 및 의료용품 소매업
578317,0,강덕화치과의원,61421,광주 동구 경양로235번길 1,86202,치과 의원,44789,44789,3,3,계속,계속,2119670507,21196705070,86202,치과 의원
833889,0,CU광주센트럴점,61421,광주 동구 경양로235번길 1,47122,체인화 편의점,44788,44788,6,6,계속,계속,3032262192,30322621920,47122,체인화 편의점
877257,0,메가엠지씨커피 광주계림센트럴점,61421,광주 동구 경양로235번길 1,56221,커피 전문점,45554,45554,6,6,계속,계속,3101094248,31010942480,56221,커피 전문점
552075,0,(유)건호기업,61423,광주 동구 경양로259번길  21,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,43862,43862,4,4,계속,계속,2088801616,20888016160,25999,그 외 기타 분류 안된 금속 가공 제품 제조업
496471,0,유캔두잇2영어학원,61415,광주 동구 경양로305번길 11,85631,외국어학원,45103,45103,2,2,계속,계속,1989801623,19898016230,85631,외국어학원
146056,0,광주충장베이스볼클럽,61418,광주 동구 경양로379번길 19,85612,기타 스포츠 교육기관,44621,44621,2,2,계속,계속,1208276213,12082762130,85612,기타 스포츠 교육기관
400397,0,용흥상사,61421,광주 동구 무등로306번길 27,47599,그 외 기타 분류 안된 가정용품 소매업,43070,43070,1,1,계속,계속,1440500509,14405005090,47599,그 외 기타 분류 안된 가정용품 소매업
733993,0,더블유유통계림점,61421,광주 동구 계림동,47121,슈퍼마켓,44228,44228,2,2,계속,계속,2536300536,25363005360,47121,슈퍼마켓
924878,0,(주)이스터건설,61413,광주 동구 계림로 5-1,42499,그 외 기타 건축 마무리 공사업,40981,40981,2,1,일괄유기,일괄유기,3168118501,31681185016,42499,그 외 기타 건축 마무리 공사업
425344,0,기살림빛고을사회적협동조합,61415,광주 동구 계림로20번길 13,87299,그 외 기타 비거주 복지 서비스업,44105,44105,3,3,계속,계속,1578200281,15782002810,87299,그 외 기타 비거주 복지 서비스업
991918,0,두산위브어린이집,61414,광주 동구 계림로30번길 15,87210,보육시설 운영업,43711,43711,8,8,계속,계속,3528001523,35280015230,87210,보육시설 운영업
557663,1,민물장어양식수산업협동조합 광주금융센터,61480,광주 동구 구성로 156-1,,,45293,,9,0,계속,,2098212676,20982126760,,
107762,0,비트원,61480,광주 동구 구성로 156-5,42412,"도배, 실내장식 및 내장 목공사업",44972,44972,1,1,일괄유기,일괄유기,1145800557,11458005576,42412,"도배, 실내장식 및 내장 목공사업"
114625,0,티카페(T-cafe),61477,광주 동구 구성로 159,56221,커피 전문점,44200,44200,1,1,계속,계속,1161201627,11612016270,56221,커피 전문점
772251,0,사)광주귀금속보석기술협회,61480,광주 동구 구성로 162-1,94990,그 외 기타 협회 및 단체,45292,45292,1,1,계속,계속,2748200553,27482005530,94990,그 외 기타 협회 및 단체
411631,0,세무법인선앤문충장로지점,61480,광주 동구 구성로 166,71202,세무사업,45292,45292,3,3,계속,계속,1498502367,14985023670,71202,세무사업
563209,0,충장공원지역주택조합추진위원회,61481,광주 동구 구성로 168-1,68121,주거용 건물 개발 및 공급업,44385,44385,1,1,계속,계속,2108020361,21080203610,68121,주거용 건물 개발 및 공급업
418604,0,(주)광주에어,61472,광주 동구 구성로 180,75210,여행사업,43191,43191,1,0,계속,계속,1538600628,15386006280,75210,여행사업
735949,0,딕스어스광주(주),61472,광주 동구 구성로 180,75992,"전시, 컨벤션 및 행사 대행업",45173,45173,1,1,계속,계속,2548102040,25481020400,75992,"전시, 컨벤션 및 행사 대행업"
688611,0,(주)아파트너스,61472,광주 동구 구성로 190,71531,경영 컨설팅업,42528,42528,23,23,계속,계속,2298140617,22981406170,71531,경영 컨설팅업
418969,0,에스에이치코리아 유한회사,61473,광주 동구 구성로 194-1,46107,그 외 기타 특정 상품 중개업,45659,45659,7,7,계속,계속,1538802784,15388027840,46107,그 외 기타 특정 상품 중개업
472268,0,하오주식회사,61426,광주 동구 구성로 215,47911,전자상거래 소매 중개업,45121,45121,2,2,계속,계속,1848802492,18488024920,47911,전자상거래 소매 중개업
765034,0,다미식당,61426,광주 동구 구성로 215,56111,한식 일반 음식점업,44595,44595,1,1,계속,계속,2703700089,27037000890,56111,한식 일반 음식점업
799236,0,한국별관,61427,광주 동구 구성로 216,56111,한식 일반 음식점업,44348,44348,2,2,계속,계속,2902301256,29023012560,56111,한식 일반 음식점업
948276,0,정,61427,광주 동구 구성로 220,56111,한식 일반 음식점업,44287,44287,1,1,계속,계속,3270400785,32704007850,56111,한식 일반 음식점업
506100,0,농업회사법인솔빛농원유한회사,61428,광주 동구 구성로 240,71519,기타 산업 회사 본부,44866,44866,1,1,계속,계속,2018801916,20188019160,71519,기타 산업 회사 본부
545653,0,케이야크(K-YARC)문화예술교류,61422,광주 동구 구성로 263,75992,"전시, 컨벤션 및 행사 대행업",43344,43344,0,0,계속,계속,2078093913,20780939130,75992,"전시, 컨벤션 및 행사 대행업"
999868,0,디메이슨,61423,광주 동구 구성로 266,59113,광고 영화 및 비디오물 제작업,44268,44268,1,1,계속,계속,3571201330,35712013300,59113,광고 영화 및 비디오물 제작업
862963,0,스테이호텔,61479,광주 동구 구성로144번길 5,55101,호텔업,43952,43952,2,2,계속,계속,3075800294,30758002940,55101,호텔업
476525,0,돈일촌,61480,광주 동구 구성로152번길 19,56111,한식 일반 음식점업,44256,44256,3,3,계속,계속,1874500254,18745002540,56111,한식 일반 음식점업
439631,0,플루크,61479,광주 동구 구성로152번길 28-4,56221,커피 전문점,44409,44409,3,3,계속,계속,1660401516,16604015160,56221,커피 전문점
402068,0,주식회사 에이에이앤티,61480,광주 동구 구성로152번길 5,46443,화장품 및 화장용품 도매업,42065,42065,1,1,계속,계속,1448122375,14481223750,46443,화장품 및 화장용품 도매업
166297,0,명신상사,61480,광주 동구 구성로152번길 5-4,46622,"철물, 금속 파스너 및 수공구 도매업",44562,44562,1,1,계속,계속,1223714794,12237147940,46622,"철물, 금속 파스너 및 수공구 도매업"
409293,0,빵굼터,61473,광주 동구 구성로194번길 15-21,10602,빵류 제조업,45170,45170,3,3,계속,계속,1482801402,14828014020,10602,빵류 제조업
742214,1,광명건재,61472,광주 동구 구성로194번길 18,,,44638,,1,0,일괄유기,,2582201288,25822012886,,
859000,0,(주)홍진건설,61473,광주 동구 구성로204번길 13,42121,토공사업,43733,43733,87,156,일괄유기,일괄유기,3068137705,30681377056,42121,토공사업
707126,0,대양건설기술단(주),61473,광주 동구 구성로204번길 15-7,72919,"기타 기술 시험, 검사 및 분석업",44927,44927,11,11,계속,계속,2378702595,23787025950,72919,"기타 기술 시험, 검사 및 분석업"
780327,0,세무사 임진정사무소,61473,광주 동구 구성로204번길 19,71202,세무사업,45292,45292,7,7,계속,계속,2794001294,27940012940,71202,세무사업
655365,0,유한회사 디에스어패럴,61473,광주 동구 구성로204번길 26,14192,"근무복, 작업복 및 유사의복 제조업",44859,44859,3,3,계속,계속,2228602975,22286029750,14192,"근무복, 작업복 및 유사의복 제조업"
419714,1,에스엠산업,61428,광주 동구 구성로238번길 17-18,,,44160,,1,0,일괄유기,,1543700550,15437005506,,
523911,0,금남로지하상가상인회,61475,광주 동구 서석로 56,74100,사업시설 유지관리 서비스업,43462,43462,0,0,계속,계속,2048281580,20482815800,74100,사업시설 유지관리 서비스업
782590,0,(주)에스씨에이게임광주,61482,광주 동구 금남로  238,85669,기타 기술 및 직업훈련학원,44228,44228,8,8,계속,계속,2808500786,28085007860,85669,기타 기술 및 직업훈련학원
546354,0,사회적협동조합 살림,61482,광주 동구 금남로  246,71531,경영 컨설팅업,42730,42730,6,6,계속,계속,2078207594,20782075940,71531,경영 컨설팅업
758296,0,종착역 금남점,61471,광주 동구 금남로 161-20,56111,한식 일반 음식점업,45231,45231,6,6,계속,계속,2667800443,26678004430,56111,한식 일반 음식점업
731462,0,홍월 대인점,61471,광주 동구 금남로 161-42,56121,중식 음식점업,45231,45231,3,3,계속,계속,2520302949,25203029490,56121,중식 음식점업
715790,0,주식회사네고지오,61472,광주 동구 금남로 181,71519,기타 산업 회사 본부,44434,44434,1,1,계속,계속,2428802139,24288021390,71519,기타 산업 회사 본부
384487,0,광주중앙영상의학과의원,61481,광주 동구 금남로 184,86201,일반 의원,42522,42522,17,17,계속,계속,1415300253,14153002530,86201,일반 의원
781061,0,유한회사위드씨엔엠,61481,광주 동구 금남로 184,68212,비주거용 부동산 관리업,44228,44228,2,2,계속,계속,2798700984,27987009840,68212,비주거용 부동산 관리업
749639,0,지에스이십오광주금남로점,61472,광주 동구 금남로 185,47122,체인화 편의점,43557,43557,5,1,계속,계속,2621800980,26218009800,47122,체인화 편의점
547002,0,주식회사퍼니플럭스광주,61481,광주 동구 금남로 186,59112,애니메이션 영화 및 비디오물 제작업,43891,43891,26,26,계속,계속,2078801665,20788016650,59112,애니메이션 영화 및 비디오물 제작업
705370,0,주식회사새인,61472,광주 동구 금남로 187,41121,사무상업용 및 공공기관용 건물 건설업,44662,44662,1,1,일괄유기,일괄유기,2368701647,23687016476,41121,사무상업용 및 공공기관용 건물 건설업
115338,0,와이케이컨설팅(yk컨설팅),61481,광주 동구 금남로 188-1,71531,경영 컨설팅업,45126,45126,1,1,계속,계속,1166500610,11665006100,71531,경영 컨설팅업
809938,0,광주맛집소신식당,61481,광주 동구 금남로 188-1,56111,한식 일반 음식점업,45111,45111,1,1,계속,계속,2964900916,29649009160,56111,한식 일반 음식점업
496962,0,엘인(LiN),61472,광주 동구 금남로 193-12,58222,응용 소프트웨어 개발 및 공급업,44635,44635,1,1,계속,계속,1992601309,19926013090,58222,응용 소프트웨어 개발 및 공급업
826248,0,주식회사위에이드,61472,광주 동구 금남로 193-12,26219,기타 표시장치 제조업,45128,45128,3,3,계속,계속,3018802817,30188028170,26219,기타 표시장치 제조업
81646,0,금남지하도상가1공구특성화첫걸음시장육성사업단,61472,광주 동구 금남로 193-22,75919,기타 사무지원 서비스업,43899,43899,1,1,계속,계속,1108282979,11082829790,75919,기타 사무지원 서비스업
343476,0,(주)일리오,61472,광주 동구 금남로 193-22,58222,응용 소프트웨어 개발 및 공급업,43678,43678,9,9,계속,계속,1368601239,13686012390,58222,응용 소프트웨어 개발 및 공급업
375784,0,아이피가디언즈,61472,광주 동구 금남로 193-22,63991,데이터베이스 및 온라인정보 제공업,44419,44419,1,1,계속,계속,1401401546,14014015460,63991,데이터베이스 및 온라인정보 제공업
480646,0,(주)어필엑터,61472,광주 동구 금남로 193-22,75110,고용 알선업,44259,44259,3,3,계속,계속,1898702020,18987020200,75110,고용 알선업
744685,0,주식회사바로운파트너스,61472,광주 동구 금남로 193-22,71531,경영 컨설팅업,44690,44690,2,1,계속,계속,2598602642,25986026420,71531,경영 컨설팅업
856686,0,에이아이(AI)민트,61472,광주 동구 금남로 193-22,70119,기타 자연과학 연구개발업,45146,45146,2,2,계속,계속,3061947152,30619471520,70119,기타 자연과학 연구개발업
980274,0,주식회사 이오타랩스,61472,광주 동구 금남로 193-22,58222,응용 소프트웨어 개발 및 공급업,42894,42894,0,0,계속,계속,3458100300,34581003000,58222,응용 소프트웨어 개발 및 공급업
999488,0,주식회사 빌더앤,61472,광주 동구 금남로 193-22,71531,경영 컨설팅업,45748,45748,1,1,계속,계속,3568803062,35688030620,71531,경영 컨설팅업
783661,1,생각대로충장점,61472,광주 동구 금남로 193-6,,,43617,,0,0,계속,,2812500640,28125006400,,
918958,0,카페잇샌드,61481,광주 동구 금남로 194,56221,커피 전문점,44333,44333,4,4,계속,계속,3150640037,31506400370,56221,커피 전문점
989219,0,에프2엠지 주식회사,61472,광주 동구 금남로 195,68212,비주거용 부동산 관리업,43668,43668,2,2,계속,계속,3508801300,35088013000,68212,비주거용 부동산 관리업
731792,0,로머스카페,61481,광주 동구 금남로 202,56161,"피자, 햄버거, 샌드위치 및 유사 음식점업",44774,44774,3,3,계속,계속,2521801662,25218016620,56161,"피자, 햄버거, 샌드위치 및 유사 음식점업"
751362,0,로머스치과의원,61481,광주 동구 금남로 202,86202,치과 의원,44977,44977,4,4,계속,계속,2631502151,26315021510,86202,치과 의원
765931,0,주식회사케이에이치원,61481,광주 동구 금남로 202,47811,의약품 및 의료용품 소매업,44378,44378,2,2,계속,계속,2708802148,27088021480,47811,의약품 및 의료용품 소매업
931303,0,마아주식회사 지점,61481,광주 동구 금남로 202,71310,광고 대행업,44621,44621,5,5,계속,계속,3178518216,31785182160,71310,광고 대행업
442288,0,주식회사수리솔루션,61482,광주 동구 금남로 220,47911,전자상거래 소매 중개업,44868,44868,4,4,계속,계속,1678102881,16781028810,47911,전자상거래 소매 중개업
505126,0,(주)다이렉트삼성티엠,61482,광주 동구 금남로 224,66202,보험 대리 및 중개업,41022,44378,0,0,계속,계속,2018626330,20186263300,66202,보험 대리 및 중개업
766523,0,업다운,61475,광주 동구 금남로 229,47312,통신기기 소매업,45352,45352,1,1,계속,계속,2712101998,27121019980,47312,통신기기 소매업
159058,0,아시아문화진흥원,61475,광주 동구 금남로 231,75992,"전시, 컨벤션 및 행사 대행업",42814,42814,1,1,계속,계속,1218282931,12182829310,75992,"전시, 컨벤션 및 행사 대행업"
538650,0,주식회사이야기의숲,61482,광주 동구 금남로 232,59120,"영화, 비디오물 및 방송프로그램 제작 관련 서비스업",44392,44392,1,1,계속,계속,2068545091,20685450910,59120,"영화, 비디오물 및 방송프로그램 제작 관련 서비스업"
425492,0,서우종합건설 주식회사,61482,광주 동구 금남로 236,41999,건설업본사,43971,43971,15,15,계속,계속,1578601686,15786016860,41999,건설업본사
425493,0,서우종합건설 주식회사,61482,광주 동구 금남로 236,41129,기타 비주거용 건물 건설업,44085,44085,35,30,일괄유기,일괄유기,1578601686,15786016866,41129,기타 비주거용 건물 건설업
586577,0,오네스타,61482,광주 동구 금남로 238,28909,그 외 기타 전기장비 제조업,44151,44151,1,1,계속,계속,2131330003,21313300030,28909,그 외 기타 전기장비 제조업
701687,0,주식회사 케이페이스,61482,광주 동구 금남로 238,47852,반려용동물 및 관련용품 소매업,43160,43160,2,2,계속,계속,2348600679,23486006790,47852,반려용동물 및 관련용품 소매업
942699,0,주식회사 올댓뷰티아카데미 광주,61482,광주 동구 금남로 238,85669,기타 기술 및 직업훈련학원,44270,44270,6,6,계속,계속,3238701878,32387018780,85669,기타 기술 및 직업훈련학원
743981,0,맨션프로젝트,61475,광주 동구 금남로 239,41999,건설업본사,43318,43318,2,2,계속,계속,2592800644,25928006440,41999,건설업본사
743982,0,맨션프로젝트,61475,광주 동구 금남로 239,42412,"도배, 실내장식 및 내장 목공사업",43374,43389,1,1,일괄유기,일괄유기,2592800644,25928006446,42412,"도배, 실내장식 및 내장 목공사업"
56170,0,(주)투케이시스템,61475,광주 동구 금남로 245,42321,일반 통신 공사업,43297,43297,1,1,일괄유기,일괄유기,1078785975,10787859756,42321,일반 통신 공사업
459163,0,샛별,61475,광주 동구 금남로 245,90132,비공연 예술가,45323,45323,4,4,계속,계속,1772501898,17725018980,90132,비공연 예술가
461830,0,케레스주식회사,61475,광주 동구 금남로 245,46323,"빵류, 과자류, 당류, 초콜릿 도매업",44042,44042,2,2,계속,계속,1788701924,17887019240,46323,"빵류, 과자류, 당류, 초콜릿 도매업"
472278,0,더링크 주식회사(THE LINK Co.Ltd),61475,광주 동구 금남로 245,58221,시스템 소프트웨어 개발 및 공급업,45261,45261,2,2,계속,계속,1848802740,18488027400,58221,시스템 소프트웨어 개발 및 공급업
682385,0,(주)팀호프,61475,광주 동구 금남로 245,73901,매니저업,45244,45244,7,7,계속,계속,2278124998,22781249980,73901,매니저업
691242,0,주식회사 온닷,61475,광주 동구 금남로 245,58212,모바일 게임 소프트웨어 개발 및 공급업,44986,44986,4,4,계속,계속,2308113478,23081134780,58212,모바일 게임 소프트웨어 개발 및 공급업
691732,0,(주)디아라,61475,광주 동구 금남로 245,58222,응용 소프트웨어 개발 및 공급업,43282,43282,2,2,계속,계속,2308700903,23087009030,58222,응용 소프트웨어 개발 및 공급업
701962,0,주식회사엑싸소프트,61475,광주 동구 금남로 245,58221,시스템 소프트웨어 개발 및 공급업,45292,45292,1,1,계속,계속,2348703315,23487033150,58221,시스템 소프트웨어 개발 및 공급업
728501,0,풍미산미,61475,광주 동구 금남로 245,47912,전자상거래 소매업,45300,45300,1,1,계속,계속,2503101613,25031016130,47912,전자상거래 소매업
838542,0,스튜디오지바바 주식회사,61475,광주 동구 금남로 245,59112,애니메이션 영화 및 비디오물 제작업,44795,44795,12,12,계속,계속,3038802531,30388025310,59112,애니메이션 영화 및 비디오물 제작업
972316,0,지엘티주식회사,61475,광주 동구 금남로 245,59111,일반 영화 및 비디오물 제작업,44197,44197,1,1,계속,계속,3408802020,34088020200,59111,일반 영화 및 비디오물 제작업
987520,0,주식회사앤더스팟,61475,광주 동구 금남로 245,58221,시스템 소프트웨어 개발 및 공급업,43511,43511,2,2,계속,계속,3498801237,34988012370,58221,시스템 소프트웨어 개발 및 공급업
824057,0,동구 청소년 상담복지센터,61482,광주 동구 금남로 246,87294,사회복지 상담서비스 제공업,43223,43223,6,5,계속,계속,3018285403,30182854030,87294,사회복지 상담서비스 제공업
414141,0,미스사이콩충장점,61482,광주 동구 금남로 250-8,56129,기타 외국식 음식점업,43449,43449,0,0,계속,계속,1511101017,15111010170,56129,기타 외국식 음식점업
934129,0,주식회사통구2,61482,광주 동구 금남로 지하 210,47312,통신기기 소매업,42592,42592,1,1,계속,계속,3188600531,31886005310,47312,통신기기 소매업
793963,0,포시즌스,61514,광주 동구 남계길  28,46329,기타 가공식품 도매업,42807,42807,1,1,계속,계속,2871600495,28716004950,46329,기타 가공식품 도매업
738683,0,아드우드,61514,광주 동구 남계길 12,32029,기타 목재가구 제조업,44795,44795,5,5,계속,계속,2561501829,25615018290,32029,기타 목재가구 제조업
485357,0,파인트리요양원,61514,광주 동구 남계길 23,87299,그 외 기타 비거주 복지 서비스업,45019,45019,19,20,계속,계속,1928002691,19280026910,87299,그 외 기타 비거주 복지 서비스업
691430,0,광주광역시동구다함께돌봄센터(책정원),61514,광주 동구 남계길 49,87299,그 외 기타 비거주 복지 서비스업,45261,45261,2,2,계속,계속,2308271723,23082717230,87299,그 외 기타 비거주 복지 서비스업
444206,0,주식회사더블유메디칼,61514,광주 동구 남문로  345,46441,의약품 도매업,43312,43312,4,4,계속,계속,1688600955,16886009550,46441,의약품 도매업
7908,0,(주)비케이에스건설,61514,광주 동구 남문로  345-1,41999,건설업본사,38643,38643,3,3,계속,계속,1018618258,10186182580,41999,건설업본사
7909,0,(주)비케이에스건설,61514,광주 동구 남문로  345-1,42110,건물 및 구축물 해체 공사업,39653,39475,5,5,일괄유기,일괄유기,1018618258,10186182586,42110,건물 및 구축물 해체 공사업
722150,0,운림전력주식회사,61512,광주 동구 남문로 266-38,42311,일반전기 공사업,44890,44890,1,1,일괄유기,일괄유기,2468102393,24681023936,42311,일반전기 공사업
239001,0,(주)고려건설기술개발,61512,광주 동구 남문로 272,41210,지반조성 건설업,42217,42217,1,1,일괄유기,일괄유기,1278700155,12787001556,41210,지반조성 건설업
376684,0,호반사임당어린이집,61513,광주 동구 남문로 307,87210,보육시설 운영업,42795,42795,14,14,계속,계속,1408024622,14080246220,87210,보육시설 운영업
531522,0,수학여우학원,61514,광주 동구 남문로 341-1,85501,일반 교과 학원,45931,45931,2,2,계속,계속,2059669534,20596695340,85501,일반 교과 학원
785851,0,주식회사 청우개발산업,61514,광주 동구 남문로 343-1,68129,기타 부동산 개발 및 공급업,42614,42614,1,1,계속,계속,2828100426,28281004260,68129,기타 부동산 개발 및 공급업
681011,0,명품 상무팥죽,61514,광주 동구 남문로 345,56111,한식 일반 음식점업,45292,45292,3,3,계속,계속,2272504870,22725048700,56111,한식 일반 음식점업
709558,0,아띠몽,61514,광주 동구 남문로 345,56221,커피 전문점,44779,44779,1,1,계속,계속,2392401525,23924015250,56221,커피 전문점
412157,0,파머스어학원,61514,광주 동구 남문로 349,85631,외국어학원,44805,44805,1,1,계속,계속,1499400828,14994008280,85631,외국어학원
999887,0,동원산업개발,61511,광주 동구 남문로 377,41999,건설업본사,43132,43132,7,7,계속,계속,3571300304,35713003040,41999,건설업본사
90769,0,백억,61511,광주 동구 남문로 413,10601,떡류 제조업,43200,43200,3,3,계속,계속,1124700273,11247002730,10601,떡류 제조업
169421,0,광주광역시동구장애인체육회,61512,광주 동구 남문로 418-13,94990,그 외 기타 협회 및 단체,44835,44835,3,3,계속,계속,1228288622,12282886220,94990,그 외 기타 협회 및 단체
622871,0,동구스포츠클럽,61512,광주 동구 남문로 418-13,91131,종합 스포츠시설 운영업,43070,43070,7,7,계속,계속,2178211663,21782116630,91131,종합 스포츠시설 운영업
722214,0,동구스포츠클럽,61512,광주 동구 남문로 418-13,91131,종합 스포츠시설 운영업,44562,44562,8,8,계속,계속,2468200368,24682003680,91131,종합 스포츠시설 운영업
16025,0,로맨스플라워,61504,광주 동구 남문로 517,47851,화초 및 식물 소매업,45292,45292,2,2,계속,계속,1039001842,10390018420,47851,화초 및 식물 소매업
413584,0,주식회사더쉴,61504,광주 동구 남문로 527,68129,기타 부동산 개발 및 공급업,44228,44228,4,4,계속,계속,1508701853,15087018530,68129,기타 부동산 개발 및 공급업
782566,0,재단법인한국승강기안전원,61504,광주 동구 남문로 527,72919,"기타 기술 시험, 검사 및 분석업",44348,44348,42,42,일괄계속,계속,2808200408,28082004080,72919,"기타 기술 시험, 검사 및 분석업"
943148,0,비에이치씨(BHC)소태점,61504,광주 동구 남문로 555,56162,치킨 전문점,44743,44743,2,2,계속,계속,3240602018,32406020180,56162,치킨 전문점
614712,0,소태역프리미엄골프존,61502,광주 동구 남문로 576,91136,골프연습장 운영업,45293,45293,3,3,계속,계속,2160721744,21607217440,91136,골프연습장 운영업
945623,0,성호기초,61504,광주 동구 남문로 589,41999,건설업본사,44238,44238,1,1,계속,계속,3256900361,32569003610,41999,건설업본사
14901,0,모란한의원,61500,광주 동구 남문로 596-1,86203,한의원,43313,43313,2,2,계속,계속,1029011084,10290110840,86203,한의원
608704,0,(주)두하피앤씨산업,61500,광주 동구 남문로 614-1,41999,건설업본사,37677,37677,3,3,계속,계속,2158638311,21586383110,41999,건설업본사
608705,0,(주)두하피앤씨산업,61500,광주 동구 남문로 614-1,42411,도장 공사업,38367,38367,2,2,일괄유기,일괄유기,2158638311,21586383116,42411,도장 공사업
276216,0,광주빛고을콜택시,61499,광주 동구 남문로 615,75991,콜센터 및 텔레마케팅 서비스업,42401,42401,7,7,계속,계속,1308061810,13080618100,75991,콜센터 및 텔레마케팅 서비스업
473543,0,지원1구역주택재개발정비사업조합,61500,광주 동구 남문로 618,68121,주거용 건물 개발 및 공급업,42251,42251,3,3,계속,계속,1858200011,18582000110,68121,주거용 건물 개발 및 공급업
703124,0,드림스쿨지역아동센터,61500,광주 동구 남문로 620,87299,그 외 기타 비거주 복지 서비스업,42675,42675,1,1,계속,계속,2358000423,23580004230,87299,그 외 기타 비거주 복지 서비스업
634781,0,오렌지약국,61498,광주 동구 남문로 642,47811,의약품 및 의료용품 소매업,43519,43519,0,0,계속,계속,2206100357,22061003570,47811,의약품 및 의료용품 소매업
113290,0,동구문화사회서비스센터,61498,광주 동구 남문로 646,87299,그 외 기타 비거주 복지 서비스업,44257,44257,2,1,계속,계속,1158001768,11580017680,87299,그 외 기타 비거주 복지 서비스업
