연번,보험구분,사업장명,사업장우편번호,사업장주소,고용보험 업종코드,고용보험 업종명,산재보험 성립일자,고용보험 성립일자,산재보험 상시근로자수,고용보험 상시근로자수,산재보험 사업구분,고용보험 사업구분,사업자등록번호,사업장관리번호,고용보험 업종코드(제11차),고용보험 업종명(제11차)
867680,0,코오롱스포츠롯데광주(박미진),61470,광주광역시 동구  독립로 268,47419,기타 의복 소매업,41609,41609,1,1,계속,계속,3080824601,30808246010,47419,기타 의복 소매업
449027,0,주식회사서희정보,61419,광주광역시 동구  독립로 352,47312,통신기기 소매업,42583,42583,3,3,계속,계속,1718100261,17181002610,47312,통신기기 소매업
944541,0,주식회사원주택,61477,광주광역시 동구  독립로226번길 13-2,41999,건설업본사,42776,42776,2,2,계속,계속,3248800559,32488005590,41999,건설업본사
899752,0,주식회사엠에이치종합건설,61400,광주광역시 동구  독립로368번길 22,41999,건설업본사,44022,44022,5,5,계속,계속,3128701844,31287018440,41999,건설업본사
770079,0,횟집아저씨,61432,광주광역시 동구  동계로 16,56114,한식 해산물요리 전문점,43811,43811,1,1,계속,계속,2733600683,27336006830,56114,한식 해산물요리 전문점
738911,0,위드쏠라,61416,광주광역시 동구  동계로 38,41129,기타 비주거용 건물 건설업,43420,43419,1,1,일괄유기,일괄유기,2563300090,25633000906,41129,기타 비주거용 건물 건설업
441006,0,(주)위즈덤,61430,광주광역시 동구  동계천로 103-1,68224,부동산 분양 대행업,43542,43542,1,1,계속,계속,1668800161,16688001610,68224,부동산 분양 대행업
634186,0,써니팩토리,61436,광주광역시 동구  동계천로 150,58212,모바일 게임 소프트웨어 개발 및 공급업,42979,42979,4,3,계속,계속,2201300870,22013008700,58212,모바일 게임 소프트웨어 개발 및 공급업
803880,0,주식회사햅건,61436,광주광역시 동구  동계천로 150,75992,"전시, 컨벤션 및 행사 대행업",42675,42675,3,3,계속,계속,2928800567,29288005670,75992,"전시, 컨벤션 및 행사 대행업"
451697,0,퍼블릭마켓 광주점,61432,광주광역시 동구  동명로 47,56161,"피자, 햄버거, 샌드위치 및 유사 음식점업",44440,44440,1,1,계속,계속,1731002135,17310021350,56161,"피자, 햄버거, 샌드위치 및 유사 음식점업"
481048,0,물흐르듯,61434,광주광역시 동구  동명로 62,56122,일식 음식점업,43786,43786,3,3,계속,계속,1900401445,19004014450,56122,일식 음식점업
300091,0,법률사무소기원,61445,광주광역시 동구  동명로 96,71101,변호사업,42907,42907,6,6,계속,계속,1322914006,13229140060,71101,변호사업
399377,0,주식회사 일리,61430,광주광역시 동구  동명로25번길 6,59120,"영화, 비디오물 및 방송프로그램 제작 관련 서비스업",42856,42856,0,0,계속,계속,1438800703,14388007030,59120,"영화, 비디오물 및 방송프로그램 제작 관련 서비스업"
993365,0,제미크리(GEMICRE),61432,광주광역시 동구  동명로67번길 21,73202,제품 디자인업,42975,42975,1,1,계속,계속,3533800377,35338003770,73202,제품 디자인업
980303,0,유한회사지엘컴퍼니,61419,광주광역시 동구  무등로 304,46443,화장품 및 화장용품 도매업,43164,43164,11,11,계속,계속,3458100839,34581008390,46443,화장품 및 화장용품 도매업
800109,0,후민메디칼유한회사,61404,광주광역시 동구  무등로 385,47811,의약품 및 의료용품 소매업,42125,42125,5,5,계속,계속,2908700069,29087000690,47811,의약품 및 의료용품 소매업
704891,0,하늘빛방문간호센터,61406,광주광역시 동구  무등로449번길 5-2,87299,그 외 기타 비거주 복지 서비스업,44348,44348,1,1,계속,계속,2368001518,23680015180,87299,그 외 기타 비거주 복지 서비스업
487320,0,유한회사 원코리아홀딩스,61487,광주광역시 동구  문화전당로 19-1,10122,육류 포장육 및 냉동육 가공업 (가금류 제외),43601,43601,5,5,계속,계속,1938600567,19386005670,10122,육류 포장육 및 냉동육 가공업 (가금류 제외)
405138,0,(주)제이원홀딩스,61487,광주광역시 동구  문화전당로 35-1,68129,기타 부동산 개발 및 공급업,42768,42768,1,1,계속,계속,1458800179,14588001790,68129,기타 부동산 개발 및 공급업
686646,0,다온기업,61410,광주광역시 동구  밤실로 100,41999,건설업본사,43983,43983,10,10,계속,계속,2290860624,22908606240,41999,건설업본사
572646,0,다니엘공동생활가정,61409,광주광역시 동구  밤실로 150,87121,신체 부자유자 거주 복지시설 운영업,43101,43101,2,2,계속,계속,2118266234,21182662340,87121,신체 부자유자 거주 복지시설 운영업
147993,0,한신에너지(주),61487,광주광역시 동구  서석로 42,46713,기체연료 및 관련제품 도매업,39083,39083,6,6,계속,계속,1208709441,12087094410,46713,기체연료 및 관련제품 도매업
262248,0,주식회사 남해종합조경,61487,광주광역시 동구  서석로 42,41999,건설업본사,38748,38748,2,5,계속,계속,1298193662,12981936620,41999,건설업본사
976861,0,주식회사 아이티코지,61474,광주광역시 동구  서석로 91,26429,기타 무선 통신장비 제조업,43282,43282,3,3,계속,계속,3438101002,34381010020,26429,기타 무선 통신장비 제조업
758550,0,바리에충장점,61484,광주광역시 동구  서석로7번길 14,56111,한식 일반 음식점업,42583,42583,15,15,계속,계속,2668500378,26685003780,56111,한식 일반 음식점업
886180,0,주식회사 바리에프앤비,61484,광주광역시 동구  서석로7번길 14,46102,음ㆍ식료품 및 담배 중개업,42583,42583,2,2,계속,계속,3118600471,31186004710,46102,음ㆍ식료품 및 담배 중개업
981837,0,(주)에스티팜,61495,광주광역시 동구  소태길 77,46441,의약품 도매업,42190,42190,1,1,계속,계속,3468100171,34681001710,46441,의약품 도매업
793595,0,지져스모델학원,61475,광주광역시 동구  예술길 10,85629,기타 예술학원,44431,44431,1,1,계속,계속,2869701199,28697011990,85629,기타 예술학원
748565,0,(주)디자인코어,61475,광주광역시 동구  예술길 24-1,58222,응용 소프트웨어 개발 및 공급업,43862,43862,4,4,계속,계속,2618127433,26181274330,58222,응용 소프트웨어 개발 및 공급업
806648,0,한국과학기술비즈니스원,61508,광주광역시 동구  용산1길 2,70201,경제 및 경영학 연구개발업,44053,44053,1,1,계속,계속,2945900559,29459005590,70201,경제 및 경영학 연구개발업
177156,0,지노에너지-SK네크웍스(주)금호주유소,61491,광주광역시 동구  의재로 111,47711,운송장비용 주유소 운영업,42633,42633,1,1,계속,계속,1237200125,12372001250,47711,운송장비용 주유소 운영업
484003,0,주식회사펜타제이,61474,광주광역시 동구  제봉로 137,47129,기타 음ㆍ식료품 위주 종합 소매업,44682,44682,1,1,계속,계속,1918602711,19186027110,47129,기타 음ㆍ식료품 위주 종합 소매업
797014,0,조은세상누림의원,61473,광주광역시 동구  제봉로 197,86102,일반 병원,42451,42451,16,16,계속,계속,2889600151,28896001510,86102,일반 병원
408593,0,(주)건축사사무소마실,61473,광주광역시 동구  제봉로 201,72111,건축설계 및 관련 서비스업,43087,43087,1,1,계속,계속,1478800855,14788008550,72111,건축설계 및 관련 서비스업
123462,0,광주광역시광역치매센터,61489,광주광역시 동구  제봉로 27,87139,그 외 기타 거주 복지시설 운영업,44562,44562,6,6,계속,계속,1178277986,11782779860,87139,그 외 기타 거주 복지시설 운영업
843245,0,효도요양보호사협회,61468,광주광역시 동구  제봉로 56,75110,고용 알선업,43252,43252,2,2,계속,계속,3049103339,30491033390,75110,고용 알선업
489572,0,집행관박광의사무소(2025년대표),61441,광주광역시 동구  준법로 7-12,71109,기타 법무관련 서비스업,36892,36892,18,18,계속,계속,1949301631,19493016310,71109,기타 법무관련 서비스업
421987,0,세무법인우일(광주중앙지점),61479,광주광역시 동구  중앙로 147,71202,세무사업,42186,42186,5,5,계속,계속,1558500118,15585001180,71202,세무사업
171191,0,(유)이화통운,61420,광주광역시 동구  중앙로 313,49301,일반 화물자동차 운송업,44013,44013,1,1,계속,계속,1228646993,12286469930,49301,일반 화물자동차 운송업
870647,0,가드라인 주식회사,61401,광주광역시 동구  중앙로 339-4,71519,기타 산업 회사 본부,41306,41306,1,1,계속,계속,3088138786,30881387860,71519,기타 산업 회사 본부
412831,0,정우로지스1122,61402,광주광역시 동구  중앙로 358,49301,일반 화물자동차 운송업,43119,43119,2,2,계속,계속,1504000320,15040003200,49301,일반 화물자동차 운송업
471449,0,더프라임메디컬,61402,광주광역시 동구  중앙로 358,46592,의료기기 도매업,44317,44317,2,2,계속,계속,1845000322,18450003220,46592,의료기기 도매업
993915,0,더선컴퍼니,61483,광주광역시 동구  중앙로160번길 31-16,46491,가방 및 보호용 케이스 도매업,43070,43070,5,5,계속,계속,3538600868,35386008680,46491,가방 및 보호용 케이스 도매업
367737,0,디벨롭스토리즈,61475,광주광역시 동구  중앙로196번길 31-19,90191,공연 기획업,44013,44013,2,2,계속,계속,1390763826,13907638260,90191,공연 기획업
738005,0,(주)씨쏘뮤지컬컴퍼니,61419,광주광역시 동구  중흥로209번길 8,90199,그 외 기타 창작 및 예술관련 서비스업,42826,42826,0,0,계속,계속,2558700649,25587006490,90199,그 외 기타 창작 및 예술관련 서비스업
925330,0,주식회사레드볼,61461,광주광역시 동구  증심천로89번길 16,71531,경영 컨설팅업,44348,44348,3,3,계속,계속,3168129425,31681294250,71531,경영 컨설팅업
201766,0,무등산약국,61502,광주광역시 동구  지원로 2,47811,의약품 및 의료용품 소매업,36892,36892,2,2,계속,계속,1251075037,12510750370,47811,의약품 및 의료용품 소매업
737845,0,주식회사커피볶는집,61447,광주광역시 동구  지호로 161-7,10891,커피 가공업,42469,42469,17,17,계속,계속,2558600389,25586003890,10891,커피 가공업
932689,0,우트나,61447,광주광역시 동구  지호로104번길 19,73203,시각 디자인업,43414,43414,1,1,계속,계속,3181300124,31813001240,73203,시각 디자인업
403269,0,유한회사우림이엔씨,61451,광주광역시 동구  지호로70번길 5-1,41999,건설업본사,42795,42795,1,1,계속,계속,1448800614,14488006140,41999,건설업본사
596939,0,(주)리테아,61478,광주광역시 동구  천변우로 339,75210,여행사업,38504,38504,1,1,계속,계속,2148706598,21487065980,75210,여행사업
825893,0,이브이산업 주식회사,61478,광주광역시 동구  천변우로 339,13229,기타 직물제품 제조업,44048,44048,1,1,계속,계속,3018635217,30186352170,13229,기타 직물제품 제조업
982072,0,(주)닥터스,61478,광주광역시 동구  천변우로 339,46443,화장품 및 화장용품 도매업,43019,43019,5,5,계속,계속,3468600685,34686006850,46443,화장품 및 화장용품 도매업
683085,0,상상주택주식회사,61484,광주광역시 동구  천변우로 381,41999,건설업본사,43050,43050,2,2,계속,계속,2278700682,22787006820,41999,건설업본사
995940,0,유한회사 고요정수산업,61488,광주광역시 동구  천변우로 453,41999,건설업본사,43718,43718,1,1,계속,계속,3548801146,35488011460,41999,건설업본사
744280,0,뉴에라 충장로,61483,광주광역시 동구  충장로 98-1,47419,기타 의복 소매업,42826,42826,1,1,계속,계속,2597100091,25971000910,47419,기타 의복 소매업
86495,0,소년의서,61480,광주광역시 동구  충장로46번길 8,58122,잡지 및 정기간행물 발행업,43516,43516,2,2,계속,계속,1115100073,11151000730,58122,잡지 및 정기간행물 발행업
370671,0,빛고을시민햇빛발전사회적협동조합,61480,광주광역시 동구  충장로46번길 8,94990,그 외 기타 협회 및 단체,44958,44958,1,1,계속,계속,1398217955,13982179550,94990,그 외 기타 협회 및 단체
677950,0,주식회사고래가겜,61480,광주광역시 동구  충장로58번길 3,58221,시스템 소프트웨어 개발 및 공급업,42979,42979,2,2,계속,계속,2268800764,22688007640,58221,시스템 소프트웨어 개발 및 공급업
973621,0,주식회사 제도엔지니어링,61406,광주광역시 동구  필문대로 152,41999,건설업본사,42706,42706,2,7,계속,계속,3418600278,34186002780,41999,건설업본사
80277,0,주식회사대명산업,61406,광주광역시 동구  필문대로 170-1,41999,건설업본사,39735,39735,1,2,계속,계속,1108174695,11081746950,41999,건설업본사
462759,0,변호사김성진법률사무소,61440,광주광역시 동구  필문대로 213-1,71101,변호사업,43476,43476,1,1,계속,계속,1793100561,17931005610,71101,변호사업
685493,0,이마트24조선대자연대점,61452,광주광역시 동구  필문대로 309,47122,체인화 편의점,43374,43374,0,0,계속,계속,2288501981,22885019810,47122,체인화 편의점
630283,0,주식회사동우씨엔에스대부,61405,광주광역시 동구  필문대로 96-1,66199,그 외 기타 금융지원 서비스업,44136,44136,2,2,계속,계속,2198131713,21981317130,66199,그 외 기타 금융지원 서비스업
177571,0,기브복지센터,61433,광주광역시 동구  필문대로206번길 12-32,87293,방문 복지서비스 제공업,44474,44474,18,12,계속,계속,1238063182,12380631820,87293,방문 복지서비스 제공업
729213,0,석경산업(유),61500,광주광역시 동구  학소로 75,41999,건설업본사,44774,44774,1,1,계속,계속,2508602780,25086027800,41999,건설업본사
114397,0,고고이벤트,61507,광주광역시 동구  화산로335번길 5-9,90191,공연 기획업,42826,42826,2,2,계속,계속,1160851310,11608513100,90191,공연 기획업
78581,0,전일약국,61409,광주광역시 동구 갈마로 46,47811,의약품 및 의료용품 소매업,45017,45017,3,3,계속,계속,1104098433,11040984330,47811,의약품 및 의료용품 소매업
340839,0,국수나무,61424,광주광역시 동구 경양로 234,56112,한식 면요리 전문점,45052,45052,1,1,계속,계속,1360682813,13606828130,56112,한식 면요리 전문점
428846,0,(유)바른리테일 지점,61424,광주광역시 동구 경양로 234,47129,기타 음ㆍ식료품 위주 종합 소매업,45625,45625,8,8,계속,계속,1598503140,15985031400,47129,기타 음ㆍ식료품 위주 종합 소매업
701645,0,피자먹다계림점,61424,광주광역시 동구 경양로 234,56161,"피자, 햄버거, 샌드위치 및 유사 음식점업",44748,44748,4,4,계속,계속,2348504528,23485045280,56161,"피자, 햄버거, 샌드위치 및 유사 음식점업"
713292,0,고기안목,61424,광주광역시 동구 경양로 234,56113,한식 육류요리 전문점,45791,45791,1,1,계속,계속,2415200731,24152007310,56113,한식 육류요리 전문점
742345,0,미래비전,61424,광주광역시 동구 경양로 234,56162,치킨 전문점,44167,44167,4,4,계속,계속,2583100850,25831008500,56162,치킨 전문점
852586,0,동방관광주식회사,61422,광주광역시 동구 경양로 241,49232,전세버스 운송업,41244,41244,34,33,계속,계속,3058619674,30586196740,49232,전세버스 운송업
740766,0,꾸브라꼬숯불두마리치킨,61422,광주광역시 동구 경양로 245,56162,치킨 전문점,45859,45859,4,4,계속,계속,2574600865,25746008650,56162,치킨 전문점
353876,0,초록계림 에너지전환센터,61422,광주광역시 동구 경양로235번길 14-14,94990,그 외 기타 협회 및 단체,45717,45717,1,1,계속,계속,1378294785,13782947850,94990,그 외 기타 협회 및 단체
48463,0,일주얼리(ILJEWELRY),61413,광주광역시 동구 계림로 3,33110,귀금속 및 관련제품 제조업,45672,45672,1,1,계속,계속,1072094113,10720941130,33110,귀금속 및 관련제품 제조업
776711,0,벌크커피계림점,61414,광주광역시 동구 계림로30번길 15,56221,커피 전문점,44927,44927,2,2,계속,계속,2771801579,27718015790,56221,커피 전문점
114571,0,차씨공방,61480,광주광역시 동구 구성로 162-1,33110,귀금속 및 관련제품 제조업,45628,45628,1,1,계속,계속,1161102110,11611021100,33110,귀금속 및 관련제품 제조업
808961,0,케이비에이치협동조합,61480,광주광역시 동구 구성로 162-1,46443,화장품 및 화장용품 도매업,45390,45390,4,4,계속,계속,2958702854,29587028540,46443,화장품 및 화장용품 도매업
696224,0,한국자유총연맹동구지회,61476,광주광역시 동구 구성로 167,94990,그 외 기타 협회 및 단체,45383,45383,1,1,계속,계속,2328200938,23282009380,94990,그 외 기타 협회 및 단체
736036,0,(주)씨앤씨메디칼 동구지점,61423,광주광역시 동구 구성로 268,68212,비주거용 부동산 관리업,45831,45831,1,1,계속,계속,2548500133,25485001330,68212,비주거용 부동산 관리업
938515,0,헤이키 충장중앙점,61479,광주광역시 동구 구성로152번길 28-4,56221,커피 전문점,45591,45591,2,2,계속,계속,3212601814,32126018140,56221,커피 전문점
48688,0,뚜레쥬르금남로5가역점,61476,광주광역시 동구 금남로 162-1,56150,제과점업,43682,43682,1,1,계속,계속,1072492199,10724921990,56150,제과점업
630346,0,유한회사더채움,61476,광주광역시 동구 금남로 162-4,73203,시각 디자인업,45102,45102,1,1,계속,계속,2198133119,21981331190,73203,시각 디자인업
750375,0,주식회사 씨앤케이밸류,61476,광주광역시 동구 금남로 168,71531,경영 컨설팅업,45813,45813,1,1,계속,계속,2628102963,26281029630,71531,경영 컨설팅업
89797,0,남영숙 플라워& 아트,61476,광주광역시 동구 금남로 172,47851,화초 및 식물 소매업,45756,45756,1,1,계속,계속,1122022964,11220229640,47851,화초 및 식물 소매업
715536,0,주식회사 제이케이링크,61472,광주광역시 동구 금남로 193-12,58222,응용 소프트웨어 개발 및 공급업,45777,45777,1,1,계속,계속,2428603420,24286034200,58222,응용 소프트웨어 개발 및 공급업
723814,0,(주)디자인주스,61472,광주광역시 동구 금남로 193-12,58221,시스템 소프트웨어 개발 및 공급업,43634,43634,3,3,계속,계속,2478101418,24781014180,58221,시스템 소프트웨어 개발 및 공급업
470133,0,주식회사메타페어리,61472,광주광역시 동구 금남로 193-22,58221,시스템 소프트웨어 개발 및 공급업,44958,44958,3,3,계속,계속,1838103145,18381031450,58221,시스템 소프트웨어 개발 및 공급업
667402,0,주식회사크랩스,61472,광주광역시 동구 금남로 193-22,58221,시스템 소프트웨어 개발 및 공급업,44958,44958,5,5,계속,계속,2248802602,22488026020,58221,시스템 소프트웨어 개발 및 공급업
746155,0,엣지에이아 주식회사,61472,광주광역시 동구 금남로 193-22,58222,응용 소프트웨어 개발 및 공급업,45659,45659,2,2,계속,계속,2608103379,26081033790,58222,응용 소프트웨어 개발 및 공급업
782899,0,(주)엘이알,61472,광주광역시 동구 금남로 193-22,58221,시스템 소프트웨어 개발 및 공급업,44621,44621,1,1,계속,계속,2808702809,28087028090,58221,시스템 소프트웨어 개발 및 공급업
82473,0,(주)미래소방,61472,광주광역시 동구 금남로 199,74100,사업시설 유지관리 서비스업,45414,45414,2,2,계속,계속,1108620059,11086200590,74100,사업시설 유지관리 서비스업
690401,0,미래소방,61472,광주광역시 동구 금남로 199,41999,건설업본사,45720,45720,1,1,계속,계속,2302701780,23027017800,41999,건설업본사
752595,0,한국활성탄소 주식회사,61472,광주광역시 동구 금남로 199,20499,그 외 기타 분류 안된 화학제품 제조업,45705,45705,1,1,계속,계속,2638802913,26388029130,20499,그 외 기타 분류 안된 화학제품 제조업
60127,0,로얄마케팅,61481,광주광역시 동구 금남로 202,75991,콜센터 및 텔레마케팅 서비스업,45931,45931,4,4,계속,계속,1082294217,10822942170,75991,콜센터 및 텔레마케팅 서비스업
472375,0,원아모집 성공 학원,61481,광주광역시 동구 금남로 202,85503,온라인 교육 학원,45809,45809,4,4,계속,계속,1849601732,18496017320,85503,온라인 교육 학원
885712,0,사단법인 국제특수목적마이스진흥회(ISPA),61481,광주광역시 동구 금남로 202,94990,그 외 기타 협회 및 단체,45492,45492,1,1,계속,계속,3118208188,31182081880,94990,그 외 기타 협회 및 단체
939559,0,주식회사 로머스파크,61481,광주광역시 동구 금남로 202,74100,사업시설 유지관리 서비스업,45488,45488,10,10,계속,계속,3218802505,32188025050,74100,사업시설 유지관리 서비스업
947040,0,투썸플레이스 금남로 KN타워점,61482,광주광역시 동구 금남로 220,56221,커피 전문점,45413,45413,8,8,계속,계속,3263101604,32631016040,56221,커피 전문점
996954,0,지에스25금남센텀시티점,61475,광주광역시 동구 금남로 237,47122,체인화 편의점,45133,45133,1,1,계속,계속,3555200836,35552008360,47122,체인화 편의점
623416,0,법무법인마로,61475,광주광역시 동구 금남로 239,71101,변호사업,45567,45567,9,9,계속,계속,2178603332,21786033320,71101,변호사업
210600,0,(주)탭게임즈,61475,광주광역시 동구 금남로 245,58212,모바일 게임 소프트웨어 개발 및 공급업,45474,45474,6,6,계속,계속,1258703118,12587031180,58212,모바일 게임 소프트웨어 개발 및 공급업
402356,0,（주）아름게임즈,61475,광주광역시 동구 금남로 245,62090,기타 정보기술 및 컴퓨터운영 관련 서비스업,41929,41929,34,34,계속,계속,1448132155,14481321550,62090,기타 정보기술 및 컴퓨터운영 관련 서비스업
403101,0,주식회사 스튜디오쉘터,61475,광주광역시 동구 금남로 245,59114,방송 프로그램 제작업,42250,42250,46,46,계속,계속,1448700198,14487001980,59114,방송 프로그램 제작업
421447,0,늘봄마인드,61475,광주광역시 동구 금남로 245,58221,시스템 소프트웨어 개발 및 공급업,45488,45488,1,1,계속,계속,1553501354,15535013540,58221,시스템 소프트웨어 개발 및 공급업
688613,0,(주)모비소프트,61475,광주광역시 동구 금남로 245,58222,응용 소프트웨어 개발 및 공급업,42795,42795,20,20,계속,계속,2298140674,22981406740,58222,응용 소프트웨어 개발 및 공급업
936575,0,더브랜딩,61475,광주광역시 동구 금남로 245,73302,상업용 사진 촬영업,45474,45474,1,1,계속,계속,3201202472,32012024720,73302,상업용 사진 촬영업
989748,0,더스타이앤엠(E&M),61475,광주광역시 동구 금남로 245,59111,일반 영화 및 비디오물 제작업,43353,43353,5,5,계속,계속,3511700885,35117008850,59111,일반 영화 및 비디오물 제작업
12688,0,더이룸하우스 충장파크,61482,광주광역시 동구 금남로 250-8,96113,피부 미용업,45689,45689,1,1,계속,계속,1022864361,10228643610,96113,피부 미용업
996091,0,엔젤간호학원,61482,광주광역시 동구 금남로 250-8,85699,그 외 기타 분류 안된 교육기관,45964,45964,4,4,계속,계속,3549002376,35490023760,85699,그 외 기타 분류 안된 교육기관
446722,0,오아시스카페,61514,광주광역시 동구 남계길 17,56221,커피 전문점,45792,45792,1,1,계속,계속,1701602327,17016023270,56221,커피 전문점
811825,0,광주광역시노인복지법인시설협회,61512,광주광역시 동구 남문로 136-7,94990,그 외 기타 협회 및 단체,45505,45505,1,1,계속,계속,2978001527,29780015270,94990,그 외 기타 협회 및 단체
438662,0,라온어린이집,61514,광주광역시 동구 남문로 307,87210,보육시설 운영업,44501,44501,6,5,계속,계속,1658002137,16580021370,87210,보육시설 운영업
650905,0,국가대표태권도,61514,광주광역시 동구 남문로 307,85611,태권도 및 무술 교육기관,44614,44614,1,1,계속,계속,2219886640,22198866400,85611,태권도 및 무술 교육기관
78085,0,메가엠지씨커피 광주월남호반점,61514,광주광역시 동구 남문로 343,56221,커피 전문점,45587,45587,9,9,계속,계속,1102963564,11029635640,56221,커피 전문점
506487,0,한우잡는날,61514,광주광역시 동구 남문로 343,47212,육류 소매업,45629,45629,2,2,계속,계속,2019849942,20198499420,47212,육류 소매업
733597,0,본죽&비빔밥광주소태역점,61504,광주광역시 동구 남문로 589,56111,한식 일반 음식점업,44808,44808,2,2,계속,계속,2532101802,25321018020,56111,한식 일반 음식점업
790876,0,"바람난족발,보쌈",61504,광주광역시 동구 남문로 589,56111,한식 일반 음식점업,45055,45055,1,1,계속,계속,2854900842,28549008420,56111,한식 일반 음식점업
90436,0,로이기업,61499,광주광역시 동구 남문로 635,41999,건설업본사,45658,45658,1,1,계속,계속,1123497481,11234974810,41999,건설업본사
663499,0,정광석항아리보쌈 학동점,61498,광주광역시 동구 남문로 644,56111,한식 일반 음식점업,45456,45456,2,2,계속,계속,2244700936,22447009360,56111,한식 일반 음식점업
114738,0,누구나홀딱반한닭(광주학동점),61463,광주광역시 동구 남문로 664,56162,치킨 전문점,45748,45748,3,3,계속,계속,1161603512,11616035120,56162,치킨 전문점
415992,0,프랭크버거 광주학동점,61463,광주광역시 동구 남문로 672,56161,"피자, 햄버거, 샌드위치 및 유사 음식점업",45779,45779,1,1,계속,계속,1521702082,15217020820,56161,"피자, 햄버거, 샌드위치 및 유사 음식점업"
694552,0,주식회사 웰종합건설,61463,광주광역시 동구 남문로 682,41999,건설업본사,44228,44228,8,11,계속,계속,2318801955,23188019550,41999,건설업본사
706571,0,메가엠지씨커피 광주학동점,61463,광주광역시 동구 남문로 690,56221,커피 전문점,45897,45897,8,8,계속,계속,2377400471,23774004710,56221,커피 전문점
718650,1,(주)백제페인트/건설일괄,61457,광주광역시 동구 남문로 732,,,45610,,1,0,일괄유기,,2448101200,24481012006,,
962572,1,진성건축,61457,광주광역시 동구 남문로 734,,,45930,,3,0,일괄유기,,3353401050,33534010506,,
706639,0,뉴정나눔노인복지센터,61498,광주광역시 동구 남문로634번길 1-28,87111,노인 요양 복지시설 운영업,45575,45575,82,51,계속,계속,2378003125,23780031250,87111,노인 요양 복지시설 운영업
327021,0,유한회사 영신파워,61455,광주광역시 동구 남문로753번길 20,35114,태양력 발전업,45892,45892,2,2,계속,계속,1348803079,13488030790,35114,태양력 발전업
407122,0,씨유학동아이파크점,61455,광주광역시 동구 남문로753번길 20,47122,체인화 편의점,45261,45261,11,11,계속,계속,1470203125,14702031250,47122,체인화 편의점
528824,0,수유리우동집,61455,광주광역시 동구 남문로753번길 20,56111,한식 일반 음식점업,43816,43816,1,1,계속,계속,2052467728,20524677280,56111,한식 일반 음식점업
771023,0,라온음악학원,61455,광주광역시 동구 남문로753번길 20,85621,음악학원,45748,45748,1,1,계속,계속,2739001006,27390010060,85621,음악학원
790246,0,김가네학동점,61455,광주광역시 동구 남문로753번길 20,56111,한식 일반 음식점업,44287,44287,3,3,계속,계속,2850601655,28506016550,56111,한식 일반 음식점업
960473,0,나이스카페인클럽(Nice caffein club),61455,광주광역시 동구 남문로753번길 20,56221,커피 전문점,45461,45461,1,1,계속,계속,3340902748,33409027480,56221,커피 전문점
784966,0,바른초밥 학동점,61454,광주광역시 동구 남문로754번길 2-2,56122,일식 음식점업,43980,43980,15,14,계속,계속,2820301922,28203019220,56122,일식 음식점업
390398,0,마스터쿡 롯데백화점광주점,61470,광주광역시 동구 독립로 268,47912,전자상거래 소매업,44348,44348,3,3,계속,계속,1423501023,14235010230,47912,전자상거래 소매업
427113,0,바칼 롯데백화점 광주점,61470,광주광역시 동구 독립로 268,56112,한식 면요리 전문점,45717,45717,2,2,계속,계속,1588503185,15885031850,56112,한식 면요리 전문점
771012,0,주식회사 피알메디팜,61421,광주광역시 동구 독립로 338,46441,의약품 도매업,45717,45717,2,2,계속,계속,2738803243,27388032430,46441,의약품 도매업
249849,0,대한장애인배구협회,61419,광주광역시 동구 독립로 352,91199,그 외 기타 스포츠 서비스업,39814,39814,4,3,계속,계속,1288267339,12882673390,91199,그 외 기타 스포츠 서비스업
580998,0,더위드리서치,61419,광주광역시 동구 독립로 352,71400,시장조사 및 여론조사업,45658,45658,1,1,계속,계속,2122920430,21229204300,71400,시장조사 및 여론조사업
944947,0,피트디자인,61400,광주광역시 동구 독립로 372,42209,기타 건물 관련설비 설치 공사업,45897,45897,4,4,일괄유기,일괄유기,3250900917,32509009176,42209,기타 건물 관련설비 설치 공사업
11762,0,유메스튜디오,61400,광주광역시 동구 독립로 382,85699,그 외 기타 분류 안된 교육기관,45800,45800,1,1,계속,계속,1021514027,10215140270,85699,그 외 기타 분류 안된 교육기관
885400,0,주식회사청구에셋,61477,광주광역시 동구 독립로226번길 17,68221,부동산 중개 및 대리업,42619,42619,1,1,계속,계속,3118152028,31181520280,68221,부동산 중개 및 대리업
787163,0,행복식당,61471,광주광역시 동구 독립로264번길 2-1,56111,한식 일반 음식점업,45413,45413,3,3,계속,계속,2833001561,28330015610,56111,한식 일반 음식점업
421889,0,주식회사 시오팜,61400,광주광역시 동구 독립로368번길 15,46441,의약품 도매업,45082,45082,1,1,계속,계속,1558102423,15581024230,46441,의약품 도매업
547696,0,아노지오 전남 광주 북구지사,61400,광주광역시 동구 독립로368번길 19,47912,전자상거래 소매업,45536,45536,1,1,계속,계속,2080253949,20802539490,47912,전자상거래 소매업
970850,0,광전산업,61400,광주광역시 동구 독립로368번길 22,41999,건설업본사,45922,45922,4,4,계속,계속,3400503287,34005032870,41999,건설업본사
493202,0,후라이드 참 잘하는 집,61416,광주광역시 동구 동계로 38,56162,치킨 전문점,45866,45866,5,5,계속,계속,1970702956,19707029560,56162,치킨 전문점
620043,0,몬스커피,61416,광주광역시 동구 동계로 38,56221,커피 전문점,45397,45397,1,1,계속,계속,2171339985,21713399850,56221,커피 전문점
